TID,DEPARTMENT,CATEGORY,SUBCATEGORY,SORT_BY,RANK_SALES_CATEGORY,PRODUCT_URL,SKU,SKU_VARIANT,PRODUCT_NAME,BRAND,GENDER,PRICE_RETAIL,PRICE_CURRENT,RETAIL_PRICE_RAW,CURRENT_PRICE_RAW,REVIEW_RATING,REVIEW_COUNT,PROMOTION,AVAILABILITY,INVENTORY_WARNING,COLOR,COLOR_CODE,RunID,RunDate,InsertUpdateTime
142453945,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/vuori-strato-slim-fit-crewneck-tech-t-shirt/4806427,4806427,NULL,"Strato Slim Fit Crewneck Tech T-Shirt",vuori,Men,54.00,54.00,NULL,NULL,5.0,27,NULL,5667,NULL,"HEATHER CHARCOAL",021,61273,"2023-05-28 07:35:57","2023-05-28 07:36:21"
142453946,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/ag-everett-slim-straight-leg-jeans-mozart-regular-big-tall/5945536,5945536,NULL,"Everett Slim Straight Leg Jeans",AG,Men,198.00,132.66,NULL,NULL,4.0,8,"33% off",1375,NULL,MOZART,411,61273,"2023-05-28 07:35:57","2023-05-28 07:36:21"
142453947,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/ag-mens-graduate-tailored-straight-leg-jeans-orchestra/5945538,5945538,NULL,"Men's Graduate Tailored Straight Leg Jeans",AG,Men,198.00,138.60,NULL,NULL,4.4,7,"30% off",278,NULL,ORCHESTRA,422,61273,"2023-05-28 07:35:57","2023-05-28 07:36:21"
142453948,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/campo-sneaker-unisex/5147308,5147308,NULL,"Campo Sneaker",Veja,Men,175.00,175.00,NULL,NULL,3.9,48,NULL,227,NULL,"EXTRA-WHITE NATURAL NATURAL",180,61273,"2023-05-28 07:35:57","2023-05-28 07:36:21"
142453949,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/creation-cotton-graphic-tee/7207940,7207940,NULL,"Creation Cotton Graphic Tee","Billionaire Boys Club",Men,60.00,48.00,NULL,NULL,0.0,0,"20% off",69,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:21"
142453950,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/vuori-strato-tech-polo/5700112,5700112,NULL,"Strato Tech Polo",vuori,Men,64.00,64.00,NULL,NULL,4.7,13,NULL,1443,NULL,"CHARCOAL HEATHER",020,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453951,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/rainbow-301alts-sandal-men/2870705,2870705,NULL,"Rainbow '301Alts' Sandal",Rainbow®,Men,59.99,59.99,NULL,NULL,4.7,296,NULL,4642,NULL,NAVY,410,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453952,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/nordstrom-brody-driving-penny-loafer-men/5758811,5758811,NULL,"Brody Driving Penny Loafer",Nordstrom,Men,89.95,89.95,NULL,NULL,4.1,49,NULL,11084,NULL,"GREY SUEDE",031,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453953,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/rodd-and-gunn-ellerslie-linen-shirt/5076771,5076771,NULL,"Ellerslie Linen Shirt","Rodd & Gunn",Men,138.00,138.00,NULL,NULL,4.3,32,NULL,6558,NULL,SNOW,111,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453954,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/king-of-cabo-stretch-polo-shirt/7246852,7246852,NULL,"King of Cabo Stretch Polo Shirt",TravisMathew,Men,99.95,74.96,NULL,NULL,5.0,2,"25% off",61,NULL,"HEATHER EARTH RED",600,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453955,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/a-little-spice-floral-polo/7279911,7279911,NULL,"A Little Spice Floral Polo",TravisMathew,Men,99.95,74.96,NULL,NULL,0.0,0,"25% off",61,NULL,"HEATHER FORGED IRON",001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453956,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/51mm-aviator-sunglasses/4618153,4618153,NULL,"51mm Aviator Sunglasses",Ray-Ban,Men,174.00,174.00,NULL,NULL,4.5,42,"20% off",438,NULL,"GOLD/ BLUE",710,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453957,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/x-converse-chuck-taylor-hidden-heart-high-top-sneaker-men/6567238,6567238,NULL,"x Converse Chuck Taylor® Hidden Heart High Top Sneaker","Comme des Garçons PLAY",Men,150.00,150.00,NULL,NULL,4.6,40,NULL,1410,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:22"
142453958,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/vuori-ace-polo-shirt/5535854,5535854,NULL,"Ace Polo Shirt",vuori,Men,78.00,78.00,NULL,NULL,4.5,2,NULL,643,NULL,INDIGO,401,61273,"2023-05-28 07:35:57","2023-05-28 07:36:23"
142453959,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/cole-haan-grandpro-tennis-sneaker-men/4341717,4341717,NULL,"GrandPro Tennis Sneaker","Cole Haan",Men,150.00,150.00,NULL,NULL,4.5,336,NULL,1122,NULL,"BLACK/ BRITISH TAN",004,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453960,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/vuori-mens-meta-shorts/7074332,7074332,NULL,"Men's Meta Shorts",vuori,Men,94.00,94.00,NULL,NULL,4.3,7,NULL,887,NULL,CHARCOAL,010,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453961,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/faherty-playa-regular-fit-print-short-sleeve-button-down-shirt/5766366,5766366,NULL,"Playa Regular Fit Print Short Sleeve Button-Down Shirt",Faherty,Men,138.00,138.00,NULL,NULL,4.7,67,NULL,1619,NULL,"FISH SCALE REDUX",454,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453962,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/small-aren-coated-canvas-sling-bag/7286067,7286067,NULL,"Small Aren Coated Canvas Sling Bag",MCM,Men,790.00,553.00,NULL,NULL,0.0,0,"30% off",36,NULL,COGNAC,210,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453963,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/brixton-heist-beanie/5756146,5756146,NULL,"Heist Beanie",Brixton,Men,22.00,7.97,NULL,NULL,4.7,6,"63% off",6,NULL,BEIGE,250,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453964,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/slub-crew-cotton-t-shirt/5963764,5963764,NULL,"Slub Crew Cotton T-Shirt","Treasure & Bond",Men,25.00,25.00,NULL,NULL,4.6,10,NULL,284,NULL,"OLIVE NIGHT",301,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453965,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/long-sleeve-button-up-shirt-regular-tall/7030263,7030263,NULL,"Long Sleeve Button-Up Shirt","Treasure & Bond",Men,59.50,47.60,NULL,NULL,0.0,0,"20% off",242,NULL,"BLUE CAPTAIN",450,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453966,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/bundles-cotton-graphic-tee/7207932,7207932,NULL,"Bundles Cotton Graphic Tee","Billionaire Boys Club",Men,60.00,48.00,NULL,NULL,0.0,0,"20% off",23,NULL,JUNIPER,306,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453967,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/stripe-soft-twill-camp-shirt-regular-tall/7030248,7030248,NULL,"Stripe Soft Twill Camp Shirt","Treasure & Bond",Men,65.00,49.99,NULL,NULL,0.0,0,"23% off",6,NULL,"IVORY- TAN SCRAWLED STRIPE",900,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453968,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/mavi-zach-straight-leg-jeans-mid-indigo-brushed-williamsburg/6999773,6999773,NULL,"Zach Straight Leg Jeans","Mavi Jeans",Men,98.00,98.00,NULL,NULL,0.0,0,"30% off",580,NULL,"MID IND BRUSHED WILLIAMSBURG",420,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453969,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/mavi-jeans-matt-relaxed-fit-jeans-black-williamsburg/4681381,4681381,NULL,"Matt Relaxed Fit Jeans","Mavi Jeans",Men,98.00,98.00,NULL,NULL,4.6,9,"30% off",193,NULL,"BLACK WILLIAMSBURG",001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453970,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/mavi-jeans-marcus-slim-straight-leg-jeans-rinse-brushed-williamsburg/4496592,4496592,NULL,"Marcus Slim Straight Leg Jeans","Mavi Jeans",Men,98.00,98.00,NULL,NULL,4.5,10,"30% off",247,NULL,"RINSE BRUSHED WILLIAMSBURG",401,61273,"2023-05-28 07:35:57","2023-05-28 07:36:25"
142453971,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/print-knit-t-shirt/7265186,7265186,NULL,"Print Knit T-Shirt","Scotch & Soda",Men,78.00,58.50,NULL,NULL,0.0,0,"25% off",131,NULL,"0221-COMBO E",100,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453972,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/nordstrom-mens-coolmax-stretch-shorts/6467010,6467010,NULL,"Men's Coolmax® Stretch Shorts",Nordstrom,Men,59.50,59.50,NULL,NULL,3.1,8,NULL,6038,NULL,"GREEN SORREL",310,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453973,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/nordstrom-slim-fit-coolmax-flat-front-performance-chinos/5742906,5742906,NULL,"Slim Fit CoolMax® Flat Front Performance Chinos",Nordstrom,Men,79.50,79.50,NULL,NULL,3.9,42,NULL,20481,NULL,"GREY OPAL HEATHER",030,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453974,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/rvca-thatll-do-stretch-short-sleeve-button-down-shirt/7189745,7189745,NULL,"That'll Do Stretch Short Sleeve Button-Down Shirt",RVCA,Men,66.00,66.00,NULL,NULL,5.0,2,NULL,253,NULL,"BLACK FLORAL",002,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453975,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/bantry-autumn-plaid-soft-cotton-button-up-shirt/7219520,7219520,NULL,"Bantry Autumn Plaid Soft Cotton Button-Up Shirt","Peter Millar",Men,148.00,59.20,NULL,NULL,4.5,2,"60% off",62,NULL,BALSAM,345,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453976,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/vuori-strato-tech-polo/5700112,5700112,NULL,"Strato Tech Polo",vuori,Men,64.00,64.00,NULL,NULL,4.7,13,NULL,1443,NULL,"CHARCOAL HEATHER",020,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453977,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/topman-icon-bomber-jacket/5750021,5750021,NULL,"Icon Bomber Jacket",Topman,Men,60.00,60.00,NULL,NULL,4.6,41,NULL,4503,NULL,"KHAKI/ OLIVE",250,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453978,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/zella-torrey-performance-shorts/5740264,5740264,NULL,"Torrey Performance Shorts",Zella,Men,59.00,59.00,NULL,NULL,4.5,29,NULL,13822,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453979,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/converse-chuck-taylor-all-star-high-top-sneaker-unisex/2855511,2855511,NULL,"Chuck Taylor® All Star® High Top Sneaker",Converse,Men,65.00,65.00,NULL,NULL,4.7,3016,NULL,1908,NULL,BLACK,BLK,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453980,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/vans-old-skool-sneaker-unisex/2917734,2917734,NULL,"Old Skool Sneaker",Vans,Men,70.00,70.00,NULL,NULL,4.7,171,NULL,842,NULL,"BLACK WHIT",018,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453981,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/melin-hydro-a-game-snapback-baseball-cap/5328645,5328645,NULL,"Hydro A-Game Snapback Baseball Cap",Melin,Men,69.00,69.00,NULL,NULL,4.4,23,NULL,2112,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453982,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/ward-plaid-cotton-button-up-shirt/6586726,6586726,NULL,"Ward Plaid Cotton Button-Up Shirt","Peter Millar",Men,148.00,74.00,NULL,NULL,5.0,2,"50% off",574,NULL,"NORDIC BLUE",450,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453983,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/travismathew-the-zinna-slub-piqu-polo/4470526,4470526,NULL,"The Zinna Slub Piqué Polo",TravisMathew,Men,89.95,89.95,NULL,NULL,4.6,49,NULL,5419,NULL,"BLACKBERRY CORDIAL/WHITE",501,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453984,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/travismathew-beck-stretch-performance-shorts/4470527,4470527,NULL,"Beck Stretch Performance Shorts",TravisMathew,Men,89.95,89.95,NULL,NULL,4.4,69,NULL,6706,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453985,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/vuori-mens-meta-shorts/7074332,7074332,NULL,"Men's Meta Shorts",vuori,Men,94.00,94.00,NULL,NULL,4.3,7,NULL,887,NULL,CHARCOAL,010,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453986,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/vuori-meta-pants/5501905,5501905,NULL,"Meta Pants",vuori,Men,128.00,128.00,NULL,NULL,4.7,40,NULL,2695,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453987,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/chavez-low-top-sneaker-men/6903465,6903465,NULL,"Chavez Low Top Sneaker",Magnanni,Men,345.00,199.99,NULL,NULL,5.0,3,"42% off",53,NULL,WHITE,100,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453988,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/johnston-and-murphy-amherst-knit-sneaker-men/6762161,6762161,NULL,"Amherst Knit Sneaker","Johnston & Murphy",Men,129.00,129.00,NULL,NULL,4.5,310,NULL,12197,NULL,"NAVY KNIT",410,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453989,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/birkenstock-kyoto-slide-sandal-men/5371631,5371631,NULL,"Kyoto Slide Sandal",Birkenstock,Men,150.00,150.00,NULL,NULL,5.0,4,NULL,900,NULL,TAUPE,250,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453990,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/cutter-buck-breakthrough-polo/5429558,5429558,NULL,"Breakthrough Polo","Cutter & Buck",Men,55.00,36.85,NULL,NULL,5.0,2,"33% off",239,NULL,"COLLEGE PURPLE",541,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453991,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/open-edit-band-collar-polo/5794480,5794480,NULL,"Band Collar Polo","Open Edit",Men,39.00,39.00,NULL,NULL,4.5,6,NULL,1390,NULL,WHITE,100,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453992,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/quinby-crown-lite-plaid-button-down-shirt/7163481,7163481,NULL,"Quinby Crown Lite Plaid Button-Down Shirt","Peter Millar",Men,148.00,88.80,NULL,NULL,5.0,1,"40% off",132,NULL,CLARET,606,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453993,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/zella-driver-performance-polo/5740263,5740263,NULL,"Driver Performance Polo",Zella,Men,49.00,49.00,NULL,NULL,4.7,19,NULL,9252,NULL,"BLACK OXIDE MELANGE",001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453994,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/v-12-low-top-sneaker-men/5147304,5147304,NULL,"V-12 Low Top Sneaker",Veja,Men,185.00,185.00,NULL,NULL,4.5,17,NULL,1187,NULL,"EXTRA WHITE/ MARSALA/ NAUTICO",120,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453995,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/prospect-drytec-performance-polo-big-tall/5726868,5726868,NULL,"Prospect DryTec Performance Polo","Cutter & Buck",Men,45.00,45.00,NULL,NULL,4.6,7,NULL,162827,NULL,ATLAS,400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453996,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/fjallraven-fjllrven-mini-knken-water-resistant-backpack/3833673,3833673,NULL,"Mini Kånken Water Resistant Backpack",Fjällräven,Men,80.00,80.00,NULL,NULL,4.5,318,NULL,11399,NULL,"FOREST GREEN",307,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453997,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/chubbies-performance-stretch-polo/6752155,6752155,NULL,"Performance Stretch Polo",Chubbies,Men,59.50,59.50,NULL,NULL,5.0,1,NULL,513,NULL,"ELECTRIC SLIDE",431,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453998,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/oakbrook-summer-check-soft-cotton-button-up-shirt/7316648,7316648,NULL,"Oakbrook Summer Check Soft Cotton Button-Up Shirt","Peter Millar",Men,160.00,99.99,NULL,NULL,4.0,1,"37% off",119,NULL,"ATLANTIC BLUE",424,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142453999,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/travismathew-the-heater-solid-short-sleeve-performance-polo/6852166,6852166,NULL,"The Heater Solid Short Sleeve Performance Polo",TravisMathew,Men,89.95,89.95,NULL,NULL,5.0,2,NULL,3903,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454000,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/lennox-slim-fit-jeans-clifgate/7133403,7133403,NULL,"Lennox Slim Fit Jeans",PAIGE,Men,209.00,146.30,NULL,NULL,0.0,0,"30% off",1441,NULL,CLIFGATE,400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454001,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/travismathew-mens-open-to-close-pants/5925877,5925877,NULL,"Men's Open to Close Pants",TravisMathew,Men,129.95,129.95,NULL,NULL,4.4,16,NULL,6858,NULL,"HEATHER SLEET",022,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454002,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/adidas-stan-smith-low-top-sneaker-men/6646226,6646226,NULL,"Stan Smith Low Top Sneaker",adidas,Men,100.00,100.00,NULL,NULL,4.7,6685,NULL,1154,NULL,"WHITE/ WHITE",103,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454003,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/travismathew-sand-harbor-shorts/6478264,6478264,NULL,"Sand Harbor Shorts",TravisMathew,Men,89.95,89.95,NULL,NULL,5.0,1,NULL,2464,NULL,"HEATHER BLUE",400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454004,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/mavi-jeans-matt-relaxed-fit-jeans-deep-stanford-comfort/3192969,3192969,NULL,"Matt Relaxed Fit Jeans","Mavi Jeans",Men,98.00,98.00,NULL,NULL,4.8,92,NULL,361,NULL,"DEEP STANFORD COMFORT",400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454005,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/riviera-short-sleeve-jersey-button-down-shirt/6993838,6993838,NULL,"Riviera Short Sleeve Jersey Button-Down Shirt",Bonobos,Men,79.00,79.00,NULL,NULL,0.0,0,NULL,39,NULL,"OASIS FLORAL",500,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454006,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/peter-millar-eb66-regular-fit-performance-pants/4961810,4961810,NULL,"eb66 Regular Fit Performance Pants","Peter Millar",Men,160.00,160.00,NULL,NULL,4.8,739,NULL,6536,NULL,,025,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454007,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/comme-des-garcons-play-x-converse-chuck-taylor-low-top-sneaker-men/4049087,4049087,NULL,"x Converse Chuck Taylor® Low Top Sneaker","Comme des Garçons PLAY",Men,150.00,150.00,NULL,NULL,4.7,350,NULL,765,NULL,GREY,020,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454008,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/peter-millar-jubilee-stripe-stretch-jersey-performance-polo/4961808,4961808,NULL,"Jubilee Stripe Stretch Jersey Performance Polo","Peter Millar",Men,100.00,100.00,NULL,NULL,4.7,179,NULL,3261,NULL,BLUE,400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454009,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/travismathew-starnes-stretch-performance-shorts/5263818,5263818,NULL,"Starnes Stretch Performance Shorts",TravisMathew,Men,89.95,89.95,NULL,NULL,4.1,12,NULL,7295,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454010,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/crown-crafted-rampart-check-button-down-performance-shirt/7316641,7316641,NULL,"Crown Crafted Rampart Check Button-Down Performance Shirt","Peter Millar",Men,200.00,150.00,NULL,NULL,0.0,0,"25% off",41,NULL,"BLUE FROST",431,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454011,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/the-patch-trucker-hat/5467821,5467821,NULL,"The Patch Trucker Hat",TravisMathew,Men,34.95,34.95,NULL,NULL,4.8,6,NULL,528,NULL,"DARK BLUE",400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454012,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/vince-regular-fit-garment-dyed-cotton-polo/5456492,5456492,NULL,"Regular Fit Garment Dyed Cotton Polo",Vince,Men,125.00,125.00,NULL,NULL,4.4,8,NULL,2919,NULL,"WASHED CITY BLUE",458,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454013,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/foot-loose-baseball-cap/7095872,7095872,NULL,"Foot Loose Baseball Cap",TravisMathew,Men,34.95,22.72,NULL,NULL,0.0,0,"34% off",16,NULL,"FADED DENIM",400,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454014,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/cole-haan-grandpro-crossover-sneaker-men/6901224,6901224,NULL,"GrandPro Crossover Sneaker","Cole Haan",Men,170.00,170.00,NULL,NULL,4.6,118,NULL,2115,NULL,"OPTIC WHITE/ OPTIC WHITE",100,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454015,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/taps-graphic-tee/7344940,7344940,NULL,"Taps Graphic Tee",Swannies,Men,29.50,29.50,NULL,NULL,0.0,0,NULL,2214,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454016,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/good-man-brand-edge-sneaker-men/5107165,5107165,NULL,"Edge Sneaker","Good Man Brand",Men,228.00,228.00,NULL,NULL,3.6,54,NULL,1575,NULL,WHITE,100,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454017,Men,"Shop by Occasion",Golf,NULL,NULL,https://www.nordstrom.com/s/cuater-by-travis-mathew-cuater-by-travismatthew-belt/5741190,5741190,NULL,"Cuater by TravisMatthew Belt","Cuater by TravisMathew",Men,44.95,44.95,NULL,NULL,0.0,0,NULL,124,NULL,"PORTABELLA/ BLACK",200,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454018,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/peter-millar-perth-stripe-quarter-zip-performance-pullover/4961855,4961855,NULL,"Perth Stripe Quarter Zip Performance Pullover","Peter Millar",Men,135.00,135.00,NULL,NULL,4.7,146,NULL,1740,NULL,BLUE,491,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
142454019,Men,"Shop by Occasion","Casual Weekend",NULL,NULL,https://www.nordstrom.com/s/x-converse-chuck-taylor-hidden-heart-low-top-sneaker-men/6567241,6567241,NULL,"x Converse Chuck Taylor® Hidden Heart Low Top Sneaker","Comme des Garçons PLAY",Men,150.00,150.00,NULL,NULL,4.7,19,NULL,2759,NULL,BLACK,001,61273,"2023-05-28 07:35:57","2023-05-28 07:36:27"
